0.00E+00	1.95E-06			
5.00E-02	6.33E-06			
1.00E-01	2.10E-05			
1.50E-01	7.11E-05			
2.00E-01	2.46E-04			
2.50E-01	8.68E-04			
3.00E-01	3.11E-03			
3.50E-01	1.11E-02			
4.00E-01	3.92E-02			
4.50E-01	1.31E-01			
5.00E-01	3.97E-01			
5.50E-01	1.04E+00			
6.00E-01	2.27E+00			
6.50E-01	4.21E+00			
7.00E-01	6.83E+00			
7.50E-01	1.00E+01			
8.00E-01	1.37E+01			
8.50E-01	1.77E+01			
9.00E-01	2.19E+01			
9.50E-01	2.66E+01			
1.00E+00	2.97E+01			
