0	-0.155937
#0.2	-0.155935
#0.4	-0.15593
#0.6	-0.155924
#0.8	-0.155919
1	-0.155917
#1.2	-0.155917
#1.4	-0.155918
#1.6	-0.155915
#1.8	-0.155903
2	-0.155877
#2.2	-0.15583
#2.4	-0.155757
#2.6	-0.155652
#2.8	-0.155514
3	-0.155341
#3.2	-0.155138
#3.4	-0.154908
#3.6	-0.154658
#3.8	-0.154397
4	-0.154129
#4.2	-0.153859
#4.4	-0.153584
#4.6	-0.153297
#4.8	-0.152981
5	-0.152613
#5.2	-0.152163
#5.4	-0.151595
#5.6	-0.150868
#5.8	-0.149945
6	-0.148787
#6.2	-0.147365
#6.4	-0.145656
#6.6	-0.143646
#6.8	-0.141336
7	-0.138732
#7.2	-0.135853
#7.4	-0.132715
#7.6	-0.12933
#7.8	-0.125688
8	-0.121743
#8.2	-0.1174
#8.4	-0.112493
#8.6	-0.10678
#8.8	-0.0999418
9	-0.0915943
#9.2	-0.0813131
#9.4	-0.0686732
#9.6	-0.0532934
#9.8	-0.0348789
10	-0.0132501
#10.2	0.0116495
#10.4	0.033825
#10.6	0.0534503
#10.8	0.0707011
11	0.0857424
#11.2	0.0987241
#11.4	0.10978
#11.6	0.119027
#11.8	0.126564
12	0.132474
#12.2	0.136823
#12.4	0.139657
#12.6	0.141005
#12.8	0.140877
13	0.139264
#13.2	0.136137
#13.4	0.131447
#13.6	0.125122
#13.8	0.117071
14	0.107176
#14.2	0.0952974
#14.4	0.0812695
#14.6	0.0649008
#14.8	0.0459743
15	0.0242472
#15.2	-0.000547111
#15.4	-0.0286954
#15.6	-0.0604992
#15.8	-0.0962653
16	-0.136292
#16.2	-0.180852
#16.4	-0.230163
#16.6	-0.284358
#16.8	-0.343442
17	-0.407235
#17.2	-0.469159
#17.4	-0.528444
#17.6	-0.584378
#17.8	-0.636348
18	-0.683864
#18.2	-0.726574
#18.4	-0.764263
#18.6	-0.796865
#18.8	-0.824472
19	-0.847333
#19.2	-0.865847
#19.4	-0.880544
#19.6	-0.892035
#19.8	-0.900964
20	-0.907951
#20.2	-0.913547
#20.4	-0.9182
#20.8	-0.925915
21	-0.929335
#21.2	-0.932569
#21.4	-0.935626
#21.6	-0.938486
#21.8	-0.941118
22	-0.943488
#22.2	-0.945571
#22.4	-0.947354
#22.6	-0.948835
#22.8	-0.950031
23	-0.950966
#23.2	-0.951677
#23.4	-0.952206
#23.6	-0.952599
#23.8	-0.952898
24	-0.953142
#24.2	-0.953362
#24.4	-0.953578
#24.6	-0.953803
#4.8	-0.95404
25	-0.954286
#25.2	-0.954531
#25.4	-0.954766
#25.6	-0.95498
#25.8	-0.955165
26	-0.955314
#26.2	-0.955425
#26.4	-0.955501
#26.6	-0.955546
#26.8	-0.955567
27	-0.955574
