0	-0.0690978
0.2	-0.0690961
0.4	-0.069091
0.6	-0.0690819
0.8	-0.0690682
1	-0.06905
1.2	-0.0690279
1.4	-0.0690027
1.6	-0.0689761
1.8	-0.06895
2	-0.0689268
2.2	-0.0689091
2.4	-0.0688995
2.6	-0.0689002
2.8	-0.0689125
3	-0.0689369
3.2	-0.0689719
3.4	-0.0690142
3.6	-0.0690582
3.8	-0.0690958
4	-0.0691164
4.2	-0.0691074
4.4	-0.0690545
4.6	-0.068943
4.8	-0.0687585
5	-0.0684884
5.2	-0.0681236
5.4	-0.06766
5.6	-0.0670996
5.8	-0.0664519
6	-0.0657335
6.2	-0.0649683
6.4	-0.0641857
6.6	-0.0634177
6.8	-0.062695
7	-0.0620415
7.2	-0.0614676
7.4	-0.0609623
7.6	-0.060485
7.8	-0.059957
8	-0.0592536
8.2	-0.0581982
8.4	-0.0565593
8.6	-0.0540523
8.8	-0.0503466
9	-0.0450802
9.2	-0.0378816
9.4	-0.0284001
9.6	-0.0163433
9.8	-0.00151826
10	0.0161254
10.2	0.0364623
10.4	0.0535744
10.6	0.0678251
10.8	0.0796166
11	0.0893349
11.2	0.0973265
11.4	0.103889
11.6	0.109275
11.8	0.113691
12	0.117309
12.2	0.120268
12.4	0.122682
12.6	0.124642
12.8	0.126222
13	0.127482
13.2	0.128469
13.4	0.129219
13.6	0.129762
13.8	0.130118
14	0.130301
14.2	0.130321
14.4	0.13018
14.6	0.129877
14.8	0.129404
15	0.128749
15.2	0.127893
15.4	0.126812
15.6	0.125476
15.8	0.123844
16	0.12187
16.2	0.119495
16.4	0.11665
16.6	0.113251
16.8	0.109197
17	0.104369
17.2	0.0986243
17.4	0.0917947
17.6	0.0836802
17.8	0.0740445
18	0.0626097
18.2	0.0490499
18.4	0.0329856
18.6	0.013979
18.8	-0.00846846
19	-0.0349129
19.2	-0.0659547
19.4	-0.102208
19.6	-0.144242
19.8	-0.19247
20	-0.246969
20.2	-0.301043
20.4	-0.353138
20.6	-0.40209
20.8	-0.447086
21	-0.4876
21.2	-0.523343
21.4	-0.554219
21.6	-0.580296
21.8	-0.601782
22	-0.619004
22.2	-0.632381
22.4	-0.642402
22.6	-0.649594
22.8	-0.654492
23	-0.657614
23.2	-0.659435
23.4	-0.660367
23.6	-0.660758
23.8	-0.660877
24	-0.660923
24.2	-0.661031
24.4	-0.661275
24.6	-0.661689
24.8	-0.662267
25	-0.662981
25.2	-0.663791
25.4	-0.664647
25.6	-0.665503
25.8	-0.666315
26	-0.667049
26.2	-0.667682
26.4	-0.6682
26.6	-0.668599
26.8	-0.668884
27	-0.669066
27.2	-0.669162
27.4	-0.669189
27.6	-0.669166
27.8	-0.66911
28	-0.669038
28.2	-0.668963
28.4	-0.668893
28.6	-0.668835
28.8	-0.668794
29	-0.668768
29.2	-0.668757
29.4	-0.668757
29.6	-0.668764
29.8	-0.668772
30	-0.668775
