0	1.88E-16	
0.05	3.12E+00	
0.1	4.98E+00	
0.15	5.73E+00	
0.2	5.90E+00	
0.25	5.95E+00	
0.3	5.94E+00	
0.35	5.90E+00	
0.4	5.96E+00	
0.45	5.94E+00	
0.5	5.92E+00	
0.55	5.96E+00	
0.6	5.95E+00	
0.65	5.93E+00	
0.7	5.95E+00	
0.75	5.96E+00	
0.8	5.90E+00	
0.85	5.98E+00	
0.9	5.95E+00	
0.95	5.87E+00	
1	5.96E+00	
