0.,0.0010885757172066053
0.01,0.0014347736226995663
0.02,0.0018902841658193432
0.03,0.0024892716831835357
0.04,0.003276410137517746
0.05,0.004310029792626806
0.06,0.005666158762960862
0.07,0.0074436865569299845
0.08,0.009770917599419168
0.09,0.012813819615506072
0.1,0.01678629460270411
0.11,0.021962791504139188
0.12,0.028693511144721594
0.13,0.03742228113002713
0.14,0.048706835489936304
0.15,0.06324062925702252
0.16,0.0818743346556745
0.17,0.10563367289410998
0.18,0.13572812876161058
0.19,0.17354237844904663
0.2,0.22059919894538
0.21,0.2784799748069974
0.22,0.3486881900171121
0.23,0.4324449315149095
0.24,0.5304165620997753
0.25,0.6423960407519401
0.26,0.7669908156608753
0.27,0.9014057503883486
0.28,1.0414347833834356
0.29,1.1817689146711536
0.3,1.3166716231384898
0.31,1.4409638425829456
0.32,1.5511277053865895
0.33,1.6462402558931275
0.34,1.7284498789852978
0.35000000000000003,1.8028359745163507
0.36,1.8767005139420485
0.37,1.9585227820187192
0.38,2.0568689301995824
0.39,2.179472059067281
0.4,2.3325640129537573
0.41000000000000003,2.5204477463772927
0.42,2.745293285639768
0.43,3.0071848985407947
0.44,3.3044664430805932
0.45,3.6343774015234604
0.46,3.9938649315639188
0.47000000000000003,4.3803719754930714
0.48,4.7924013549068105
0.49,5.229738317858276
0.5,5.693315027340983
0.51,6.184733580586282
0.52,6.70529175045393
0.53,7.253240213335317
0.54,7.897387390912599
0.55,8.576818144078588
0.56,9.295701463653208
0.5700000000000001,10.05749166292749
0.58,10.864862487547162
0.59,11.71969705035842
0.6,12.623116803924894
0.61,13.575537814026843
0.62,14.576745799422282
0.63,15.625983193393326
0.64,16.722042467415466
0.65,17.86336064197324
0.66,19.048110605902448
0.67,20.274285698333095
0.68,21.539774965742946
0.6900000000000001,22.842427508013998
0.7000000000000001,24.180105270744765
0.71,25.550724443041464
0.72,26.952286231490078
0.73,28.38289818875688
0.74,29.84078749452294
0.75,31.32430765008978
0.76,32.831939996122784
0.77,34.36229133512542
0.78,35.914088770422794
0.79,37.48617268815078
0.8,39.07748862665481
0.81,40.68707861056391
0.8200000000000001,42.314072380902424
0.8300000000000001,43.95767883022565
0.84,45.617177852570165
0.85,47.29191274005462
0.86,48.98128319852361
0.87,50.68473901070697
0.88,52.40177434405733
0.89,54.13192267908897
0.9,55.874752320379294
0.91,57.62986244450666
0.92,59.39687963552573
0.93,61.17545485790386
0.9400000000000001,62.96526081820138
0.9500000000000001,64.76598966945748
0.96,66.57735101570027
0.97,68.39907017785062
0.98,70.23088668625505
0.99,72.07255296897871
1.,73.92383320869271
