0	-0.0699822
0.2	-0.0699806
0.4	-0.0699761
0.6	-0.0699676
0.8	-0.0699548
1	-0.0699376
1.2	-0.0699164
1.4	-0.069892
1.6	-0.0698658
1.8	-0.0698398
2	-0.0698161
2.2	-0.0697974
2.4	-0.069786
2.6	-0.0697842
2.8	-0.0697936
3	-0.0698145
3.2	-0.0698459
3.4	-0.0698849
3.6	-0.0699261
3.8	-0.0699621
4	-0.0699829
4.2	-0.0699764
4.4	-0.069929
4.6	-0.0698261
4.8	-0.0696536
5	-0.069399
5.2	-0.0690529
5.4	-0.0686103
5.6	-0.0680722
5.8	-0.0674464
6	-0.0667479
6.2	-0.0659984
6.4	-0.0652252
6.6	-0.0644581
6.8	-0.063726
7	-0.0630515
7.2	-0.0624449
7.4	-0.0618962
7.6	-0.0613676
7.8	-0.0607848
8	-0.0600301
8.2	-0.0589364
8.4	-0.0572839
8.6	-0.0548021
8.8	-0.0511768
9	-0.0460635
9.2	-0.0391099
9.4	-0.0299855
9.6	-0.0184187
9.8	-0.00424049
10	0.012572
10.2	0.0318581
10.4	0.0476573
10.6	0.0602901
10.8	0.0701116
11	0.0774539
11.2	0.0825988
11.4	0.0857673
11.6	0.0871172
11.8	0.0867449
12	0.0846869
12.2	0.0809224
12.4	0.0753734
12.6	0.0679045
12.8	0.0583207
13	0.0463642
13.2	0.0317102
13.4	0.0139621
13.6	-0.0073519
13.8	-0.0327804
14	-0.0629437
14.2	-0.0985174
14.4	-0.140196
14.6	-0.188623
14.8	-0.244264
15	-0.307193
15.2	-0.370609
15.4	-0.432698
15.6	-0.492085
15.8	-0.547779
16	-0.599097
#16.2	-0.645602
#16.4	-0.687044
#16.6	-0.723328
#16.8	-0.754492
17	-0.780695
#17.2	-0.802207
#17.4	-0.819394
#17.6	-0.832705
#17.8	-0.842645
18	-0.849753
#18.2	-0.854572
#18.4	-0.857622
#18.6	-0.859381
#18.8	-0.860263
19	-0.860613
#19.2	-0.8607
#19.4	-0.860722
#19.6	-0.860811
#19.8	-0.861041
20	-0.861444
#20.2	-0.862014
#20.4	-0.862723
#20.6	-0.863528
#20.8	-0.86438
21	-0.865231
#21.2	-0.86604
#21.4	-0.866771
#21.6	-0.867401
#21.8	-0.867916
22	-0.868313
#22.2	-0.868596
#22.4	-0.868776
#22.6	-0.868871
#22.8	-0.868896
23	-0.868872
#23.2	-0.868816
#23.4	-0.868743
#23.6	-0.868667
#23.8	-0.868596
24	-0.868538
#24.2	-0.868494
#24.4	-0.868466
#24.6	-0.868452
#24.8	-0.868447
25	-0.868445
