0	-0.0688169
0.2	-0.0688129
0.4	-0.0688004
0.6	-0.068785
0.8	-0.0687721
1	-0.0687665
1.2	-0.0687725
1.4	-0.0687934
1.6	-0.0688307
1.8	-0.0688842
2	-0.0689509
2.2	-0.0690249
2.4	-0.0690974
2.6	-0.069156
2.8	-0.0691858
3	-0.0691692
3.2	-0.069088
3.4	-0.0689237
3.6	-0.0686602
3.8	-0.0682854
4	-0.0677931
4.2	-0.0671852
4.4	-0.066473
4.6	-0.0656781
4.8	-0.0648322
5	-0.0639758
5.2	-0.0631552
5.4	-0.062418
5.6	-0.0618074
5.8	-0.0613537
6	-0.0610656
6.2	-0.0609192
6.4	-0.0608478
6.6	-0.0607305
6.8	-0.0603832
7	-0.0595516
7.2	-0.0579088
7.4	-0.0550579
7.6	-0.0505412
7.8	-0.0438568
8	-0.034481
8.2	-0.0218971
8.4	-0.0056265
8.6	0.0147389
8.8	0.0395047
9	0.0688436
9.2	0.102764
9.4	0.141076
9.6	0.183347
9.8	0.228851
10	0.276515
10.2	0.324873
10.4	0.367219
10.6	0.40356
10.8	0.434206
11	0.459595
11.2	0.480198
11.4	0.496454
11.6	0.508742
11.8	0.517368
12	0.52255
12.2	0.524421
12.4	0.523028
12.6	0.518324
12.8	0.510173
13	0.49834
13.2	0.482493
13.4	0.462195
13.6	0.4369
13.8	0.405955
14	0.368607
14.2	0.324025
14.4	0.271352
14.6	0.209795
14.8	0.13879
15	0.0582832
#15.2	-0.0246918
#15.4	-0.107769
#15.6	-0.189141
#15.8	-0.267494
16	-0.341903
#16.2	-0.411735
#16.4	-0.476563
#16.6	-0.536108
#16.8	-0.590195
17	-0.638736
#17.2	-0.681716
#17.4	-0.719197
#17.6	-0.751317
#17.8	-0.778298
18	-0.800449
#18.2	-0.81816
#18.4	-0.831896
#18.6	-0.842175
#18.8	-0.849544
19	-0.854555
#19.2	-0.85774
#19.4	-0.859585
#19.6	-0.860514
#19.8	-0.860881
20	-0.860965
#20.2	-0.860971
#20.4	-0.861037
#20.6	-0.861245
#20.8	-0.861627
21	-0.862181
#21.2	-0.86288
#21.4	-0.863681
#21.6	-0.864536
#21.8	-0.865395
22	-0.866215
#22.2	-0.86696
#22.4	-0.867605
#22.6	-0.868135
#22.8	-0.868546
23	-0.868841
#23.2	-0.869032
#23.4	-0.869134
#23.6	-0.869166
#23.8	-0.869147
24	-0.869096
#24.2	-0.869029
#24.4	-0.868962
#24.6	-0.868905
#24.8	-0.868868
25	-0.868856
