0	-0.068935
0.2	-0.0689302
0.4	-0.0689154
0.6	-0.0688937
0.8	-0.0688685
1	-0.0688434
1.2	-0.0688224
1.4	-0.0688095
1.6	-0.0688083
1.8	-0.0688217
2	-0.0688513
2.2	-0.0688972
2.4	-0.0689568
2.6	-0.0690252
2.8	-0.069094
3	-0.0691521
3.2	-0.0691854
3.4	-0.0691772
3.6	-0.0691098
3.8	-0.068965
4	-0.0687263
4.2	-0.0683808
4.4	-0.0679207
4.6	-0.0673459
4.8	-0.0666648
5	-0.0658958
5.2	-0.0650673
5.4	-0.0642164
5.6	-0.0633865
5.8	-0.0626235
6	-0.0619699
6.2	-0.0614577
6.4	-0.0610994
6.6	-0.0608785
6.8	-0.0607386
7	-0.0605731
7.2	-0.0602159
7.4	-0.0594342
7.6	-0.0579256
7.8	-0.0553199
8	-0.0511873
8.2	-0.0450543
8.4	-0.0364266
8.6	-0.0248186
8.8	-0.00978806
9	0.00902537
9.2	0.0318597
9.4	0.0587883
9.6	0.0896753
9.8	0.124129
10	0.16146
10.2	0.200649
10.4	0.235236
10.6	0.26533
10.8	0.291259
11	0.313449
11.2	0.332349
11.4	0.348391
11.6	0.361976
11.8	0.37346
12	0.383156
12.2	0.391336
12.4	0.398231
12.6	0.404041
12.8	0.408935
13	0.413056
13.2	0.416525
13.4	0.419445
13.6	0.421902
13.8	0.42397
14	0.425708
14.2	0.427169
14.4	0.428397
14.6	0.429427
14.8	0.430291
15	0.431014
15.2	0.431617
15.4	0.432119
15.6	0.432535
15.8	0.432876
16	0.433154
16.2	0.433376
16.4	0.433548
16.6	0.433677
16.8	0.433766
17	0.433817
17.2	0.433832
17.4	0.433812
17.6	0.433755
17.8	0.433661
18	0.433526
18.2	0.433347
18.4	0.433118
18.6	0.432831
18.8	0.43248
19	0.432053
19.2	0.431537
19.4	0.430917
19.6	0.430176
19.8	0.42929
20	0.428233
20.2	0.426974
20.4	0.425476
20.6	0.423693
20.8	0.421573
21	0.419053
21.2	0.416058
21.4	0.412499
21.6	0.408269
21.8	0.403245
22	0.397277
22.2	0.390188
22.4	0.381769
22.6	0.371775
22.8	0.359912
23	0.345838
23.2	0.329153
23.4	0.309386
23.6	0.286
23.8	0.258379
24	0.22584
24.2	0.187641
24.4	0.143028
24.6	0.0913037
24.8	0.0319626
25	-0.0350819
25.2	-0.102993
25.4	-0.169848
25.6	-0.234184
25.8	-0.294941
26	-0.351382
26.2	-0.403018
26.4	-0.449548
26.6	-0.49082
26.8	-0.526808
27	-0.557603
27.2	-0.583401
27.4	-0.604499
27.6	-0.621288
27.8	-0.63423
28	-0.643845
28.2	-0.650676
28.4	-0.655271
28.6	-0.65815
28.8	-0.659784
29	-0.660583
29.2	-0.660884
29.4	-0.66095
29.6	-0.66097
29.8	-0.66107
30	-0.661319
30.2	-0.661743
30.4	-0.662334
30.6	-0.663059
30.8	-0.663876
31	-0.664734
31.2	-0.665587
31.4	-0.666391
31.6	-0.667115
31.8	-0.667734
32	-0.668236
32.2	-0.66862
32.4	-0.66889
32.6	-0.669059
32.8	-0.669142
33	-0.669159
33.2	-0.669128
33.4	-0.669067
33.6	-0.668992
33.8	-0.668914
34	-0.668844
34.2	-0.668786
34.4	-0.668745
34.6	-0.668719
34.8	-0.668706
35	-0.668702
